stations,n,n.samples,kim,hub,sch,ley,logbox
USC00048353,1000,20,45,76,35.3333,20.6667,0
USC00048353,1020,30,33.6667,53.6667,22,13.6667,0
USC00048353,1000,40,37.6667,55,23,16.3333,0
USC00048353,1000,50,21,35.6667,13.3333,10.6667,0
USC00048353,1020,60,22.3333,40.3333,13.3333,10,0
USC00048353,1050,70,24.3333,35,13.6667,10,0
USC00048353,1040,80,16.6667,24.3333,8.3333,11.3333,0
USC00048353,1080,90,21.3333,32,13.6667,6.3333,0.3333
USC00048353,1000,100,21.3333,36.6667,13,9.6667,0
USC00048560,1000,10,56.3333,72.3333,43.6667,24,0
USC00048560,1000,20,35,60,25.6667,18,0
USC00048560,1020,30,40.6667,58.6667,27,18.6667,0
USC00048560,1000,40,27,39.6667,17.6667,9,0
USC00048560,1000,50,26.6667,43.6667,16.6667,16,0
USC00048560,1020,60,20.3333,38.6667,10.6667,10.6667,0.6667
USC00048560,1050,70,32,48.3333,19,18.3333,0
USC00048560,1040,80,18,26.6667,10,6.3333,0.3333
USC00048560,1080,90,19.6667,31,13,10.3333,0.3333
USC00048560,1000,100,19.6667,36.3333,11.3333,7.6667,0.3333
USC00048702,1000,10,62.6667,82.6667,53.6667,31.3333,0
USC00048702,1000,20,40.3333,65.3333,31.6667,21,0.3333
USC00048702,1020,30,36.3333,58.3333,26.3333,13,0.3333
USC00048702,1000,40,22,39,13.6667,10.6667,0
USC00048702,1000,50,29.3333,46,16.6667,14.3333,0.3333
USC00048702,1020,60,33,48.3333,23,18,0.6667
USC00048702,1050,70,26.3333,46.6667,18.6667,10.6667,0.3333
USC00048702,1040,80,17.3333,27.6667,11,10,0.6667
USC00048702,1080,90,29,48,16,14,0.6667
USC00048702,1000,100,30.3333,43,20.3333,14.3333,0.6667
USC00048758,1000,10,65.3333,83.3333,53,35.3333,0
USC00048758,1000,20,45,66,33.6667,23,0.3333
USC00048758,1020,30,48,74,35,31.6667,0
USC00048758,1000,40,39.3333,62.3333,26.6667,23,0
USC00048758,1000,50,31.3333,58,21.6667,21.6667,0.6667
USC00048758,1020,60,32.6667,50.3333,22.3333,19,0.3333
USC00048758,1050,70,33.6667,48.6667,22.3333,20.3333,0.3333
USC00048758,1040,80,27.6667,48,17.6667,16.3333,0.3333
USC00048758,1080,90,27.6667,38,18.3333,14.3333,0
USC00048758,1000,100,30.3333,43.6667,18.6667,17.3333,0
USC00048826,1000,10,69.3333,77,54.3333,37.3333,0
USC00048826,1000,20,46,66.6667,34,22,0
USC00048826,1020,30,36.6667,58.6667,26.6667,19.6667,0
USC00048826,1000,40,31,49.3333,22,15.6667,0
USC00048826,1000,50,20,40,13.6667,10.3333,0
USC00048826,1020,60,25,46,14,13,0
USC00048826,1050,70,24.3333,44,17.3333,11.3333,0
USC00048826,1040,80,19.6667,30.3333,12.6667,9,0
USC00048826,1080,90,21.6667,32,14.3333,10,0
USC00048826,1000,100,17,27,9.6667,10.3333,0
USC00048839,1000,10,61.6667,74,50.3333,36.3333,0
USC00048839,1000,20,38.3333,59.3333,28.6667,19.3333,1
USC00048839,1020,30,39,55.6667,27,19,0.3333
USC00048839,1000,40,30.6667,45.3333,19.6667,16.3333,0
USC00048839,1000,50,27.3333,50.3333,16.6667,13.6667,0
USC00048839,1020,60,24,37.6667,15.6667,11,0.3333
USC00048839,1050,70,28,41,18.3333,13.3333,0
USC00048839,1040,80,24.3333,37.6667,14.6667,11.3333,0
USC00048839,1080,90,23,40.3333,13.6667,10.3333,0.6667
USC00048839,1000,100,18,30.6667,9,7,0
USC00049035,1000,10,60.6667,77.6667,48.3333,37,0
USC00049035,1000,20,48.3333,72.3333,37.3333,21.3333,0
USC00049035,1020,30,40.6667,62,28,20,0
USC00049035,1000,40,33,52.3333,19,17.3333,0
USC00049035,1000,50,28.3333,46.6667,17,11.6667,0
USC00049035,1020,60,35,49.3333,23,13,0
USC00049035,1050,70,30.6667,41.6667,21.3333,19.6667,0.3333
USC00049035,1040,80,22.6667,34.3333,14,14,0
USC00049035,1080,90,23,39,16,15,0
USC00049035,1000,100,27.3333,35.6667,13.6667,11,0
USC00049043,1000,10,65.3333,78.6667,54,34.3333,0
USC00049043,1000,20,38.3333,65.6667,25.6667,17,0
USC00049043,1020,30,33.6667,60.6667,23.6667,18.3333,0
USC00049043,1000,40,31.6667,54.6667,22,16.6667,0.3333
USC00049043,1000,50,25.3333,43.6667,15.3333,12.6667,0.3333
USC00049043,1020,60,23.3333,44,16.3333,16,0.3333
USC00049043,1050,70,29.3333,42.6667,19.3333,14.6667,0
USC00049043,1040,80,26,35,16,15.3333,0.3333
USC00049043,1080,90,25.3333,39.6667,13,14.6667,0.6667
USC00049043,1000,100,24.6667,37.6667,16.6667,13.6667,0
USC00049073,1000,10,65.3333,78,52.6667,27.3333,0
USC00049073,1000,20,36,59.3333,25.3333,15.3333,0
USC00049073,1020,30,38,61,27.6667,20.3333,0
USC00049073,1000,40,15.6667,40.3333,9.6667,5.3333,0
USC00049073,1000,50,22.3333,39.6667,15.3333,10.3333,0.3333
USC00049073,1020,60,22.3333,44,12.6667,10.3333,0
USC00049073,1050,70,18.6667,27,8.6667,5.6667,0
USC00049073,1040,80,26.3333,47.3333,15.6667,12.6667,0
USC00049073,1080,90,22,35.3333,13.3333,12,0.6667
USC00049073,1000,100,16,28.3333,9.6667,7.6667,0
USC00049122,1000,10,60.6667,72.3333,49,29.6667,0
USC00049122,1000,20,34.3333,58,24.3333,16.6667,0
USC00049122,1020,30,22.3333,45.3333,15.6667,9.6667,0
USC00049122,1000,40,31.6667,54,21,9.6667,0
USC00049122,1000,50,21.3333,37.3333,11,10.3333,0
USC00049122,1020,60,17.6667,23,10,7.6667,0
USC00049122,1050,70,20.3333,33.3333,12,7,0
USC00049122,1040,80,13.6667,22,9.3333,5.3333,0
USC00049122,1080,90,12.6667,27.3333,5.3333,3.3333,0
USC00049122,1000,100,9.6667,20,6,5.3333,0
USC00049173,1000,10,62,76,49.6667,31,0
USC00049173,1000,20,38,69.3333,25.6667,17.6667,0
USC00049173,1020,30,31,50,19.3333,10.3333,0
USC00049173,1000,40,28.6667,48.6667,17.6667,11.3333,0
USC00049173,1000,50,17.6667,38,12.3333,8.6667,0
USC00049173,1020,60,27.6667,47.6667,19.6667,14,0
USC00049173,1050,70,16.6667,28.3333,9,7,0
USC00049173,1040,80,22.3333,34,12.6667,11.3333,0
USC00049173,1080,90,21.3333,34,13.3333,11.6667,0
USC00049173,1000,100,16.3333,27,9.3333,6,0
USC00049200,1000,10,64,70.6667,52.6667,32.6667,0.3333
USC00049200,1000,20,32.6667,55.3333,26.3333,17.6667,0
USC00049200,1020,30,31.6667,55.6667,23.3333,13.6667,0
USC00049200,1000,40,24.3333,36.3333,16.3333,11.3333,0
USC00049200,1000,50,26,38.6667,14,9,0
USC00049200,1020,60,25.3333,40.6667,15.6667,12,0
USC00049200,1050,70,22,37,13,9,0
USC00049200,1040,80,25,37.6667,16,11.3333,0
USC00049200,1080,90,20.3333,33.6667,11,8.6667,0.3333
USC00049200,1000,100,19,27.6667,11.6667,10,1
USC00049325,1000,10,60,72.6667,47.3333,33.6667,0
USC00049325,1000,20,38,61.3333,28,17,0
USC00049325,1020,30,37,57,28.6667,21.3333,0
USC00049325,1000,40,26,42.3333,17.6667,12.6667,0
USC00049325,1000,50,23,41.6667,15,10.6667,0
USC00049325,1020,60,25.3333,40.3333,16.6667,13.3333,0
USC00049325,1050,70,26.3333,50.3333,14,10.3333,0
USC00049325,1040,80,30.3333,42.3333,18,14,0
USC00049325,1080,90,26,36.3333,16.3333,11.3333,0
USC00049325,1000,100,18.3333,32.3333,10,6.6667,0
USC00049367,1000,10,62.6667,75.6667,48,35.6667,0
USC00049367,1000,20,38,58,28,17,0
USC00049367,1020,30,33.3333,53.3333,24,16.3333,0
USC00049367,1000,40,33.3333,46.6667,21,16.3333,0
USC00049367,1000,50,20.6667,40,16,12.3333,0.3333
USC00049367,1020,60,26.3333,47.3333,16.3333,11.6667,0
USC00049367,1050,70,32.3333,47,20.6667,14,0.3333
USC00049367,1040,80,25.6667,33.3333,15.3333,10,0
USC00049367,1080,90,26.3333,38.6667,17,11,0.6667
USC00049367,1000,100,24.3333,41.3333,14,11.6667,0
USC00049452,1000,10,54.3333,74,47.3333,32.6667,0
USC00049452,1000,20,40.3333,54.6667,28.6667,21.6667,0
USC00049452,1020,30,28.3333,54,19.3333,14.3333,0
USC00049452,1000,40,28.6667,50.6667,20,17,0
USC00049452,1000,50,28.3333,42,16.3333,15.6667,0
USC00049452,1020,60,31.3333,49.3333,21.3333,14.6667,0.3333
USC00049452,1050,70,21.6667,35.3333,12.3333,8.3333,0
USC00049452,1040,80,19,28.3333,11,8.6667,0.3333
USC00049452,1080,90,23,39.3333,15.6667,15.3333,0
USC00049452,1000,100,19.3333,31.3333,12.6667,9.3333,0.3333
USC00049473,1000,10,68.6667,84,54.6667,30.3333,0
USC00049473,1000,20,44.3333,63.3333,31.3333,24,0.3333
USC00049473,1020,30,42.6667,65.3333,32,25.3333,0.3333
USC00049473,1000,40,29.3333,49.3333,20,17.6667,0
USC00049473,1000,50,41.6667,54.6667,29.3333,21.6667,1
USC00049473,1020,60,45.3333,58.6667,27.6667,22.3333,0
USC00049473,1050,70,43.6667,52,29.3333,22,0.6667
USC00049473,1040,80,30.6667,41.3333,20.3333,23,0.3333
USC00049473,1080,90,30.3333,41.3333,20.3333,17,0
USC00049473,1000,100,28,39.3333,13.6667,14.6667,1.3333
USC00049490,1000,10,56.6667,74,44.6667,31.6667,0.3333
USC00049490,1000,20,40.3333,68,30,22.3333,0.3333
USC00049490,1020,30,38.3333,61.6667,26.3333,18.6667,0
USC00049490,1000,40,31,47.3333,21.3333,13.3333,0
USC00049490,1000,50,24,46.3333,13.3333,11.3333,0
USC00049490,1020,60,22.3333,40,12,9.6667,0.3333
USC00049490,1050,70,24.6667,34,15,15.6667,0
USC00049490,1040,80,27.3333,37.6667,16.6667,12.3333,0
USC00049490,1080,90,23.6667,36.3333,13,12,0.6667
USC00049490,1000,100,28,37.6667,18.3333,13,0
USC00049684,1000,10,61,74.6667,49.6667,28.3333,0
USC00049684,1000,20,41.6667,62.3333,31.3333,20.6667,0
USC00049684,1020,30,29.6667,47.6667,18.6667,13.3333,0
USC00049684,1000,40,21.3333,37.3333,12.3333,8.6667,0
USC00049684,1000,50,21,39.6667,12,7,0
USC00049684,1020,60,17.3333,29.6667,9,8,0
USC00049684,1050,70,21.3333,33.3333,13,8,0
USC00049684,1040,80,17.3333,32,8.3333,7.3333,0
USC00049684,1080,90,13,22.6667,8.3333,6,0
USC00049684,1000,100,13,29.6667,7.3333,4.6667,0.3333
USC00049699,1000,10,55.6667,68,47.3333,30.3333,0
USC00049699,1000,20,40.6667,59,30,15.6667,0
USC00049699,1020,30,31.3333,52.6667,20.6667,12,0
USC00049699,1000,40,30.6667,45.6667,21,16.3333,0.3333
USC00049699,1000,50,22,41,14.3333,11.3333,0
USC00049699,1020,60,27.3333,44.3333,17.6667,10,0
USC00049699,1050,70,24,41.3333,14.3333,9,0
USC00049699,1040,80,30.6667,43.6667,18,15,0
USC00049699,1080,90,16,30,10,7,0
USC00049699,1000,100,28,45.6667,18,12.6667,0
USC00049781,1000,10,54.3333,66.3333,42.3333,30,0
USC00049781,1000,20,45.3333,71,33.3333,17,0
USC00049781,1020,30,35.3333,51,25.6667,19,0
USC00049781,1000,40,22.3333,44.3333,17.3333,11,0.3333
USC00049781,1000,50,27.6667,35.3333,15,13.6667,0
USC00049781,1020,60,18.3333,30.3333,12.3333,9.3333,0
USC00049781,1050,70,22.6667,37.6667,14.6667,8.3333,0
USC00049781,1040,80,15.3333,27.3333,9,10.3333,0
USC00049781,1080,90,20.3333,35,12.3333,9.3333,0
USC00049781,1000,100,18,25.6667,9.6667,6.3333,0
USC00049855,1000,10,59.3333,63,46.3333,36.6667,0.3333
USC00049855,1000,20,51,71,36.6667,26.3333,0
USC00049855,1020,30,45.6667,64.3333,35,25.3333,0.3333
USC00049855,1000,40,42.6667,59,30.3333,24,0.3333
USC00049855,1000,50,31.3333,47.6667,20.3333,17.6667,0.3333
USC00049855,1020,60,31.3333,44,23,15.3333,0.3333
USC00049855,1050,70,26,39.6667,18,18.3333,0
USC00049855,1040,80,27.6667,37.3333,16.6667,13.6667,0.3333
USC00049855,1080,90,26.6667,38.6667,15.3333,13.6667,0
USC00049855,1000,100,29.6667,39.3333,18.6667,20.6667,0
USC00049866,1000,10,65.6667,76,53,26.6667,0
USC00049866,1000,20,36.6667,56.3333,23.6667,22,0
USC00049866,1020,30,25.6667,43.3333,15.3333,11.6667,0
USC00049866,1000,40,17.3333,39.3333,9.6667,9.6667,0
USC00049866,1000,50,25.3333,34.6667,16,9,0
USC00049866,1020,60,23.6667,45,14.3333,11.6667,0
USC00049866,1050,70,19.3333,31.6667,11,9.3333,0
USC00049866,1040,80,24.3333,42.6667,14,13,0.3333
USC00049866,1080,90,18.6667,42.3333,10.6667,8,0
USC00049866,1000,100,14.6667,25.6667,7.3333,6.3333,0
USC00050109,1000,10,70,81.6667,55.6667,36.6667,0.3333
USC00050109,1000,20,39.3333,60.3333,25.3333,20.3333,0
USC00050109,1020,30,45.6667,63.3333,35.3333,29,0.6667
USC00050109,1000,40,31.6667,51.6667,22.6667,20.3333,0.3333
USC00050109,1000,50,30.6667,53,21,17.3333,0
USC00050109,1020,60,32,47.3333,23.3333,14,0.3333
USC00050109,1050,70,41.3333,56.3333,26,24.6667,0
USC00050109,1040,80,34.6667,49.3333,21.3333,22.3333,0.3333
USC00050109,1080,90,38.6667,43,23.3333,18.6667,0.3333
USC00050109,1000,100,33,37,20,16.3333,0.3333
USC00050454,1000,10,86,98,70,51,0.6667
USC00050454,1000,20,59.3333,83,45.3333,42,0
USC00050454,1020,30,52.6667,71,39.6667,31.3333,0.3333
USC00050454,1000,40,52,69.6667,36,34,0.6667
USC00050454,1000,50,50,63.6667,33,34.6667,0
USC00050454,1020,60,46.3333,63,34.6667,32,0.3333
USC00050454,1050,70,44.6667,62,27.6667,32.6667,1.3333
USC00050454,1040,80,53.6667,68.3333,34.3333,34.3333,0.3333
USC00050454,1080,90,49.6667,58.3333,32.3333,32.3333,0.6667
USC00050454,1000,100,49,57.6667,33,34.3333,0
USC00050776,1000,10,70.6667,85,57,38.3333,0.3333
USC00050776,1000,20,51,69.6667,39,27.3333,0
USC00050776,1020,30,56.6667,72.3333,44.3333,31.3333,0.3333
USC00050776,1000,40,55.3333,73.3333,40.3333,32.6667,0.3333
USC00050776,1000,50,43,63,31.3333,25.3333,0.3333
USC00050776,1020,60,51.6667,59.3333,36.3333,31.3333,0.3333
USC00050776,1050,70,47.6667,61,33.6667,28.3333,1
USC00050776,1040,80,40.3333,53,27,26,0
USC00050776,1080,90,49,68.3333,33,29,0
USC00050776,1000,100,40.6667,48.3333,28,26.6667,1
USC00050848,1000,10,75.6667,84.3333,62.6667,44.3333,0
USC00050848,1000,20,46,69.6667,34,24.6667,0
USC00050848,1020,30,48.6667,64.3333,35.6667,27.3333,0.3333
USC00050848,1000,40,36.3333,57,22.3333,20.6667,0.6667
USC00050848,1000,50,39.3333,54,26,22.6667,0.6667
USC00050848,1020,60,34.3333,54.6667,22,16.6667,0.6667
USC00050848,1050,70,39,58,27.3333,19,0
USC00050848,1040,80,36.6667,44.3333,24,20.3333,0.6667
USC00050848,1080,90,44.6667,61,27.6667,29.6667,0.3333
USC00050848,1000,100,36.3333,45.3333,24.3333,21,0
USC00051071,1000,10,76.6667,91.6667,60.6667,52.6667,0
USC00051071,1000,20,66.3333,81,50.6667,43.3333,0.3333
USC00051071,1020,30,60.6667,77.6667,50.6667,44,0
USC00051071,1000,40,47,63,36.3333,32.6667,1
USC00051071,1000,50,47,64,36.3333,31.3333,1
USC00051071,1020,60,49,59.6667,36.6667,31.6667,0.6667
USC00051071,1050,70,46.3333,57.3333,33.3333,28,1.6667
USC00051071,1040,80,48,61.6667,33,30,0.3333
USC00051071,1080,90,46.3333,59.6667,32,30.3333,0.3333
